;index;letters_per_second;words_per_second
1666177520;0.0;0.0;0.0
1666177580;0.0;0.0;0.0
1666177640;0.0;0.0;0.0
1666177700;0.0;0.0;0.0
1666177760;0.0;0.0;0.0
1666177820;0.0;0.0;0.0
1666177880;0.0;0.0;0.0
1666177940;0.0;0.0;0.0
1666178000;0.0;0.0;0.0
1666178060;0.0;0.0;0.0
1666178120;0.0;0.0;0.0
1666178180;0.0;0.0;0.0
1666178240;0.0;0.0;0.0
1666178300;0.0;0.0;0.0
1666178360;0.0;0.0;0.0
1666178420;0.0;0.0;0.0
1666178480;0.0;0.0;0.0
1666178540;0.0;0.0;0.0
1666178600;0.0;0.0;0.0
1666178660;0.0;0.0;0.0
1666178720;0.0;0.0;0.0
1666178780;0.0;0.0;0.0
1666178840;0.0;0.0;0.0
1666178900;0.0;0.0;0.0
1666178960;0.0;0.0;0.0
1666179020;0.0;0.0;0.0
1666179080;0.0;0.0;0.0
1666179140;0.0;0.0;0.0
1666179200;0.0;0.0;0.0
1666179260;0.0;0.0;0.0
1666179320;0.0;0.0;0.0
1666179380;0.0;0.0;0.0
1666179440;0.0;0.0;0.0
1666179500;0.0;0.0;0.0
1666179560;0.0;0.0;0.0
1666179620;0.0;0.0;0.0
1666179680;0.0;0.0;0.0
1666179740;0.0;0.0;0.0
1666179800;0.0;0.0;0.0
1666179860;0.0;0.0;0.0
1666179920;0.0;0.0;0.0
1666179980;0.0;0.0;0.0
1666180040;0.0;0.0;0.0
1666180100;0.0;0.0;0.0
1666180160;0.0;0.0;0.0
1666180220;0.0;0.0;0.0
1666180280;0.0;0.0;0.0
1666180340;0.0;0.0;0.0
1666180400;0.0;0.0;0.0
1666180460;0.0;0.0;0.0
1666180520;0.0;0.0;0.0
1666180580;0.0;0.0;0.0
1666180640;0.0;0.0;0.0
1666180700;0.0;0.0;0.0
1666180760;0.0;0.0;0.0
1666180820;0.0;0.0;0.0
1666180880;0.0;0.0;0.0
1666180940;0.0;0.0;0.0
1666181000;0.0;0.0;0.0
1666181060;0.0;0.0;0.0
1666181120;0.0;0.0;0.0
1666181180;0.0;0.0;0.0
1666181240;0.0;0.0;0.0
1666181300;0.0;0.0;0.0
1666181360;0.0;0.0;0.0
1666181420;0.0;0.0;0.0
1666181480;0.0;0.0;0.0
1666181540;0.0;0.0;0.0
1666181600;0.0;0.0;0.0
1666181660;0.0;0.0;0.0
1666181720;0.0;0.0;0.0
1666181780;0.0;0.0;0.0
1666181840;0.0;0.0;0.0
1666181900;0.0;0.0;0.0
1666181960;0.0;0.0;0.0
1666182020;0.0;0.0;0.0
1666182080;0.0;0.0;0.0
1666182140;0.0;0.0;0.0
1666182200;0.0;0.0;0.0
1666182260;0.0;0.0;0.0
1666182320;0.0;0.0;0.0
1666182380;0.0;0.0;0.0
1666182440;0.0;0.0;0.0
1666182500;0.0;0.0;0.0
1666182560;0.0;0.0;0.0
1666182620;0.0;0.0;0.0
1666182680;0.0;0.0;0.0
1666182740;0.0;0.0;0.0
1666182800;0.0;0.0;0.0
1666182860;0.0;0.0;0.0
1666182920;0.0;0.0;0.0
1666182980;0.0;0.0;0.0
1666183040;0.0;0.0;0.0
1666183100;0.0;0.0;0.0
1666183160;0.0;0.0;0.0
1666183220;0.0;0.0;0.0
1666183280;0.0;0.0;0.0
1666183340;0.0;0.0;0.0
1666183400;0.0;0.0;0.0
1666183460;0.0;0.0;0.0
1666183520;0.0;0.0;0.0
1666183580;0.0;0.0;0.0
1666183640;0.0;0.0;0.0
1666183700;0.0;0.0;0.0
1666183760;0.0;0.0;0.0
1666183820;0.0;0.0;0.0
1666183880;0.0;0.0;0.0
1666183940;0.0;0.0;0.0
1666184000;0.0;0.0;0.0
1666184060;0.0;0.0;0.0
1666184120;0.0;0.0;0.0
1666184180;0.0;0.0;0.0
1666184240;0.0;0.0;0.0
1666184300;0.0;0.0;0.0
1666184360;0.0;0.0;0.0
1666184420;0.0;0.0;0.0
1666184480;0.0;0.0;0.0
1666184540;0.0;0.0;0.0
1666184600;0.0;0.0;0.0
1666184660;0.0;0.0;0.0
1666184720;0.0;0.0;0.0
1666184780;0.0;0.0;0.0
1666184840;0.0;0.0;0.0
1666184900;0.0;0.0;0.0
1666184960;0.0;0.0;0.0
1666185020;0.0;0.0;0.0
1666185080;0.0;0.0;0.0
1666185140;0.0;0.0;0.0
1666185200;0.0;0.0;0.0
1666185260;0.0;0.0;0.0
1666185320;0.0;0.0;0.0
1666185380;0.0;0.0;0.0
1666185440;0.0;0.0;0.0
1666185500;0.0;0.0;0.0
1666185560;0.0;0.0;0.0
1666185620;0.0;0.0;0.0
1666185680;0.0;0.0;0.0
1666185740;0.0;0.0;0.0
1666185800;0.0;0.0;0.0
1666185860;0.0;0.0;0.0
1666185920;0.0;0.0;0.0
1666185980;0.0;0.0;0.0
1666186040;0.0;0.0;0.0
1666186100;0.0;0.0;0.0
1666186160;0.0;0.0;0.0
1666186220;0.0;0.0;0.0
1666186280;0.0;0.0;0.0
1666186340;0.0;0.0;0.0
1666186400;0.0;0.0;0.0
1666186460;0.0;0.0;0.0
1666186520;0.0;0.0;0.0
1666186580;0.0;0.0;0.0
1666186640;0.0;0.0;0.0
1666186700;0.0;0.0;0.0
1666186760;0.0;0.0;0.0
1666186820;0.0;0.0;0.0
1666186880;0.0;0.0;0.0
1666186940;0.0;0.0;0.0
1666187000;0.0;0.0;0.0
1666187060;0.0;0.0;0.0
1666187120;0.0;0.0;0.0
1666187180;0.0;0.0;0.0
1666187240;0.0;0.0;0.0
1666187300;0.0;0.0;0.0
1666187360;0.0;0.0;0.0
1666187420;0.0;0.0;0.0
1666187480;0.0;0.0;0.0
1666187540;0.0;0.0;0.0
1666187600;0.0;0.0;0.0
1666187660;0.0;0.0;0.0
1666187720;0.0;0.0;0.0
1666187780;0.0;0.0;0.0
1666187840;0.0;0.0;0.0
1666187900;0.0;0.0;0.0
1666187960;0.0;0.0;0.0
1666188020;0.0;0.0;0.0
1666188080;0.0;0.0;0.0
1666188140;0.0;0.0;0.0
1666188200;0.0;0.0;0.0
1666188260;0.0;0.0;0.0
1666188320;0.0;0.0;0.0
1666188380;0.0;0.0;0.0
1666188440;0.0;0.0;0.0
1666188500;0.0;0.0;0.0
1666188560;0.0;0.0;0.0
1666188620;0.0;0.0;0.0
1666188680;0.0;0.0;0.0
1666188740;0.0;0.0;0.0
1666188800;0.0;0.0;0.0
1666188860;0.0;0.0;0.0
1666188920;0.0;0.0;0.0
1666188980;0.0;0.0;0.0
1666189040;0.0;0.0;0.0
1666189100;0.0;0.0;0.0
1666189160;0.0;0.0;0.0
1666189220;0.0;0.0;0.0
1666189280;0.0;0.0;0.0
1666189340;0.0;0.0;0.0
1666189400;0.0;0.0;0.0
1666189460;0.0;0.0;0.0
1666189520;0.0;0.0;0.0
1666189580;0.0;0.0;0.0
1666189640;0.0;0.0;0.0
1666189700;0.0;0.0;0.0
1666189760;0.0;0.0;0.0
1666189820;0.0;0.0;0.0
1666189880;0.0;0.0;0.0
1666189940;0.0;0.0;0.0
1666190000;0.0;0.0;0.0
1666190060;0.0;0.0;0.0
1666190120;0.0;0.0;0.0
1666190180;0.0;0.0;0.0
1666190240;0.0;0.0;0.0
1666190300;0.0;0.0;0.0
1666190360;0.0;0.0;0.0
1666190420;0.0;0.0;0.0
1666190480;0.0;0.0;0.0
1666190540;0.0;0.0;0.0
1666190600;0.0;0.0;0.0
1666190660;0.0;0.0;0.0
1666190720;0.0;0.0;0.0
1666190780;0.0;0.0;0.0
1666190840;0.0;0.0;0.0
1666190900;0.0;0.0;0.0
1666190960;0.0;0.0;0.0
1666191020;0.0;0.0;0.0
1666191080;0.0;0.0;0.0
1666191140;0.0;0.0;0.0
1666191200;0.0;0.0;0.0
1666191260;0.0;0.0;0.0
1666191320;0.0;0.0;0.0
1666191380;0.0;0.0;0.0
1666191440;0.0;0.0;0.0
1666191500;0.0;0.0;0.0
1666191560;0.0;0.0;0.0
1666191620;0.0;0.0;0.0
1666191680;0.0;0.0;0.0
1666191740;0.0;0.0;0.0
1666191800;0.0;0.0;0.0
1666191860;0.0;0.0;0.0
1666191920;0.0;0.0;0.0
1666191980;0.0;0.0;0.0
1666192040;0.0;0.0;0.0
1666192100;0.0;0.0;0.0
1666192160;0.0;0.0;0.0
1666192220;0.0;0.0;0.0
1666192280;0.0;0.0;0.0
1666192340;0.0;0.0;0.0
1666192400;0.0;0.0;0.0
1666192460;0.0;0.0;0.0
1666192520;0.0;0.0;0.0
1666192580;0.0;0.0;0.0
1666192640;0.0;0.0;0.0
1666192700;0.0;0.0;0.0
1666192760;0.0;0.0;0.0
1666192820;0.0;0.0;0.0
1666192880;0.0;0.0;0.0
1666192940;0.0;0.0;0.0
1666193000;0.0;0.0;0.0
1666193060;0.0;0.0;0.0
1666193120;0.0;0.0;0.0
1666193180;0.0;0.0;0.0
1666193240;0.0;0.0;0.0
1666193300;0.0;0.0;0.0
1666193360;0.0;0.0;0.0
1666193420;0.0;0.0;0.0
1666193480;0.0;0.0;0.0
1666193540;0.0;0.0;0.0
1666193600;0.0;0.0;0.0
1666193660;0.0;0.0;0.0
1666193720;0.0;0.0;0.0
1666193780;0.0;0.0;0.0
1666193840;0.0;0.0;0.0
1666193900;0.0;0.0;0.0
1666193960;0.0;0.0;0.0
1666194020;0.0;0.0;0.0
1666194080;0.0;0.0;0.0
1666194140;0.0;0.0;0.0
1666194200;0.0;0.0;0.0
1666194260;0.0;0.0;0.0
1666194320;0.0;0.0;0.0
1666194380;0.0;0.0;0.0
1666194440;0.0;0.0;0.0
1666194500;0.0;0.0;0.0
1666194560;0.0;0.0;0.0
1666194620;0.0;0.0;0.0
1666194680;0.0;0.0;0.0
1666194740;0.0;0.0;0.0
1666194800;0.0;0.0;0.0
1666194860;0.0;0.0;0.0
1666194920;0.0;0.0;0.0
1666194980;0.0;0.0;0.0
1666195040;0.0;0.0;0.0
1666195100;0.0;0.0;0.0
1666195160;0.0;0.0;0.0
1666195220;0.0;0.0;0.0
1666195280;0.0;0.0;0.0
1666195340;0.0;0.0;0.0
1666195400;0.0;0.0;0.0
1666195460;0.0;0.0;0.0
1666195520;0.0;0.0;0.0
1666195580;0.0;0.0;0.0
1666195640;0.0;0.0;0.0
1666195700;0.0;0.0;0.0
1666195760;0.0;0.0;0.0
1666195820;0.0;0.0;0.0
1666195880;0.0;0.0;0.0
1666195940;0.0;0.0;0.0
1666196000;0.0;0.0;0.0
1666196060;0.0;0.0;0.0
1666196120;0.0;0.0;0.0
1666196180;0.0;0.0;0.0
1666196240;0.0;0.0;0.0
1666196300;0.0;0.0;0.0
1666196360;0.0;0.0;0.0
1666196420;0.0;0.0;0.0
1666196480;0.0;0.0;0.0
1666196540;0.0;0.0;0.0
1666196600;0.0;0.0;0.0
1666196660;0.0;0.0;0.0
1666196720;0.0;0.0;0.0
1666196780;0.0;0.0;0.0
1666196840;0.0;0.0;0.0
1666196900;0.0;0.0;0.0
1666196960;0.0;0.0;0.0
1666197020;0.0;0.0;0.0
1666197080;0.0;0.0;0.0
1666197140;0.0;0.0;0.0
1666197200;0.0;0.0;0.0
1666197260;0.0;0.0;0.0
1666197320;0.0;0.0;0.0
1666197380;0.0;0.0;0.0
1666197440;0.0;0.0;0.0
1666197500;0.0;0.0;0.0
1666197560;0.0;0.0;0.0
1666197620;0.0;0.0;0.0
1666197680;0.0;0.0;0.0
1666197740;0.0;0.0;0.0
1666197800;0.0;0.0;0.0
1666197860;0.0;0.0;0.0
1666197920;0.0;0.0;0.0
1666197980;0.0;0.0;0.0
1666198040;0.0;0.0;0.0
1666198100;0.0;0.0;0.0
1666198160;0.0;0.0;0.0
1666198220;0.0;0.0;0.0
1666198280;0.0;0.0;0.0
1666198340;0.0;0.0;0.0
1666198400;0.0;0.0;0.0
1666198460;0.0;0.0;0.0
1666198520;0.0;0.0;0.0
1666198580;0.0;0.0;0.0
1666198640;0.0;0.0;0.0
1666198700;0.0;0.0;0.0
1666198760;0.0;0.0;0.0
1666198820;0.0;0.0;0.0
1666198880;0.0;0.0;0.0
1666198940;0.0;0.0;0.0
1666199000;0.0;0.0;0.0
1666199060;0.0;0.0;0.0
1666199120;0.0;0.0;0.0
1666199180;0.0;0.0;0.0
1666199240;0.0;0.0;0.0
1666199300;0.0;0.0;0.0
1666199360;0.0;0.0;0.0
1666199420;0.0;0.0;0.0
1666199480;0.0;0.0;0.0
1666199540;0.0;0.0;0.0
1666199600;0.0;0.0;0.0
1666199660;0.0;0.0;0.0
1666199720;0.0;0.0;0.0
1666199780;0.0;0.0;0.0
1666199840;0.0;0.0;0.0
1666199900;0.0;0.0;0.0
1666199960;0.0;0.0;0.0
1666200020;0.0;0.0;0.0
1666200080;0.0;0.0;0.0
1666200140;0.0;0.0;0.0
1666200200;0.0;0.0;0.0
1666200260;0.0;0.0;0.0
1666200320;0.0;0.0;0.0
1666200380;0.0;0.0;0.0
1666200440;0.0;0.0;0.0
1666200500;0.0;0.0;0.0
1666200560;0.0;0.0;0.0
1666200620;0.0;0.0;0.0
1666200680;0.0;0.0;0.0
1666200740;0.0;0.0;0.0
1666200800;0.0;0.0;0.0
1666200860;0.0;0.0;0.0
1666200920;0.0;0.0;0.0
1666200980;0.0;0.0;0.0
1666201040;0.0;0.0;0.0
1666201100;0.0;0.0;0.0
1666201160;0.0;0.0;0.0
1666201220;0.0;0.0;0.0
1666201280;0.0;0.0;0.0
1666201340;0.0;0.0;0.0
1666201400;0.0;0.0;0.0
1666201460;0.0;0.0;0.0
1666201520;0.0;0.0;0.0
1666201580;0.0;0.0;0.0
1666201640;0.0;0.0;0.0
1666201700;0.0;0.0;0.0
1666201760;0.0;0.0;0.0
1666201820;0.0;0.0;0.0
1666201880;0.0;0.0;0.0
1666201940;0.0;0.0;0.0
1666202000;0.0;0.0;0.0
1666202060;0.0;0.0;0.0
1666202120;0.0;0.0;0.0
1666202180;0.0;0.0;0.0
1666202240;0.0;0.0;0.0
1666202300;0.0;0.0;0.0
1666202360;0.0;0.0;0.0
1666202420;0.0;0.0;0.0
1666202480;0.0;0.0;0.0
1666202540;0.0;0.0;0.0
1666202600;0.0;0.0;0.0
1666202660;0.0;0.0;0.0
1666202720;0.0;0.0;0.0
1666202780;0.0;0.0;0.0
1666202840;0.0;0.0;0.0
1666202900;0.0;0.0;0.0
1666202960;0.0;0.0;0.0
1666203020;0.0;0.0;0.0
1666203080;0.0;0.0;0.0
1666203140;0.0;0.0;0.0
1666203200;0.0;0.0;0.0
1666203260;0.0;0.0;0.0
1666203320;0.0;0.0;0.0
1666203380;0.0;0.0;0.0
1666203440;0.0;0.0;0.0
1666203500;0.0;0.0;0.0
1666203560;0.0;0.0;0.0
1666203620;0.0;0.0;0.0
1666203680;0.0;0.0;0.0
1666203740;0.0;0.0;0.0
1666203800;0.0;0.0;0.0
1666203860;0.0;0.0;0.0
1666203920;0.0;0.0;0.0
1666203980;0.0;0.0;0.0
1666204040;0.0;0.0;0.0
1666204100;0.0;0.0;0.0
1666204160;0.0;0.0;0.0
1666204220;0.0;0.0;0.0
1666204280;0.0;0.0;0.0
1666204340;0.0;0.0;0.0
1666204400;0.0;0.0;0.0
1666204460;0.0;0.0;0.0
1666204520;0.0;0.0;0.0
1666204580;0.0;0.0;0.0
1666204640;0.0;0.0;0.0
1666204700;0.0;0.0;0.0
1666204760;0.0;0.0;0.0
1666204820;0.0;0.0;0.0
1666204880;0.0;0.0;0.0
1666204940;0.0;0.0;0.0
1666205000;0.0;0.0;0.0
1666205060;0.0;0.0;0.0
1666205120;0.0;0.0;0.0
1666205180;0.0;0.0;0.0
1666205240;0.0;0.0;0.0
1666205300;0.0;0.0;0.0
1666205360;0.0;0.0;0.0
1666205420;0.0;0.0;0.0
1666205480;0.0;0.0;0.0
1666205540;0.0;0.0;0.0
1666205600;0.0;0.0;0.0
1666205660;0.0;0.0;0.0
1666205720;0.0;0.0;0.0
1666205780;0.0;0.0;0.0
1666205840;0.0;0.0;0.0
1666205900;0.0;0.0;0.0
1666205960;0.0;0.0;0.0
1666206020;0.0;0.0;0.0
1666206080;0.0;0.0;0.0
1666206140;0.0;0.0;0.0
1666206200;0.0;0.0;0.0
1666206260;0.0;0.0;0.0
1666206320;0.0;0.0;0.0
1666206380;0.0;0.0;0.0
1666206440;0.0;0.0;0.0
1666206500;0.0;0.0;0.0
1666206560;0.0;0.0;0.0
1666206620;0.0;0.0;0.0
1666206680;0.0;0.0;0.0
1666206740;0.0;0.0;0.0
1666206800;0.0;0.0;0.0
1666206860;0.0;0.0;0.0
1666206920;0.0;0.0;0.0
1666206980;0.0;0.0;0.0
1666207040;0.0;0.0;0.0
1666207100;0.0;0.0;0.0
1666207160;0.0;0.0;0.0
1666207220;0.0;0.0;0.0
1666207280;0.0;0.0;0.0
1666207340;0.0;0.0;0.0
1666207400;0.0;0.0;0.0
1666207460;0.0;0.0;0.0
1666207520;0.0;0.0;0.0
1666207580;0.0;0.0;0.0
1666207640;0.0;0.0;0.0
1666207700;0.0;0.0;0.0
1666207760;0.0;0.0;0.0
1666207820;0.0;0.0;0.0
1666207880;0.0;0.0;0.0
1666207940;0.0;0.0;0.0
1666208000;0.0;0.0;0.0
1666208060;0.0;0.0;0.0
1666208120;0.0;0.0;0.0
1666208180;0.0;0.0;0.0
1666208240;0.0;0.0;0.0
1666208300;0.0;0.0;0.0
1666208360;0.0;0.0;0.0
1666208420;0.0;0.0;0.0
1666208480;0.0;0.0;0.0
1666208540;0.0;0.0;0.0
1666208600;0.0;0.0;0.0
1666208660;0.0;0.0;0.0
1666208720;0.0;0.0;0.0
1666208780;0.0;0.0;0.0
1666208840;0.0;0.0;0.0
1666208900;0.0;0.0;0.0
1666208960;0.0;0.0;0.0
1666209020;0.0;0.0;0.0
1666209080;0.0;0.0;0.0
1666209140;0.0;0.0;0.0
1666209200;0.0;0.0;0.0
1666209260;0.0;0.0;0.0
1666209320;0.0;0.0;0.0
1666209380;0.0;0.0;0.0
1666209440;0.0;0.0;0.0
1666209500;0.0;0.0;0.0
1666209560;0.0;0.0;0.0
1666209620;0.0;0.0;0.0
1666209680;0.0;0.0;0.0
1666209740;0.0;0.0;0.0
1666209800;0.0;0.0;0.0
1666209860;0.0;0.0;0.0
1666209920;0.0;0.0;0.0
1666209980;0.0;0.0;0.0
1666210040;0.0;0.0;0.0
1666210100;0.0;0.0;0.0
1666210160;0.0;0.0;0.0
1666210220;0.0;0.0;0.0
1666210280;0.0;0.0;0.0
1666210340;0.0;0.0;0.0
1666210400;0.0;0.0;0.0
1666210460;0.0;0.0;0.0
1666210520;0.0;0.0;0.0
1666210580;0.0;0.0;0.0
1666210640;0.0;0.0;0.0
1666210700;0.0;0.0;0.0
1666210760;0.0;0.0;0.0
1666210820;0.0;0.0;0.0
1666210880;0.0;0.0;0.0
1666210940;0.0;0.0;0.0
1666211000;0.0;0.0;0.0
1666211060;0.0;0.0;0.0
1666211120;0.0;0.0;0.0
1666211180;0.0;0.0;0.0
1666211240;0.0;0.0;0.0
1666211300;0.0;0.0;0.0
1666211360;0.0;0.0;0.0
1666211420;0.0;0.0;0.0
1666211480;0.0;0.0;0.0
1666211540;0.0;0.0;0.0
1666211600;9.641234795252483;0.016666666666666666;0.016666666666666666
1666211660;83.46104743878047;0.015135222865657378;0.0
1666211720;8.444930402437846;0.0015314438010092877;0.0
1666211780;0.0;0.0;0.0
1666211840;0.0;0.0;0.0
1666211900;19.51400363445282;0.0816381644686648;0.0
1666211960;9.563434330622355;0.0683618355313352;0.0
1666212020;0.0;0.0;0.0
1666212080;95.878320479393;0.11093890563578458;0.019293722719266885
1666212140;194.0;0.22447355758560597;0.039038879580105386
1666212200;194.0;0.22447355758560597;0.039038879580105386
1666212260;178.7090013106664;0.20678064585967015;0.03596185145385568
1666212320;186.5800214290619;0.4478980105276039;0.1097898010527604
1666212380;198.0;0.3334516764250548;0.03334516764250548
1666212440;198.0;0.3334516764250548;0.03334516764250548
1666212500;161.45363883177438;0.6851986366222865;0.07351986366222865
1666212560;39.93299074570338;0.6323563184854847;0.06771264345458787
1666212620;32.36806809902191;0.2343103481811819;0.015620689878745458
1666212680;41.75738890171051;0.23333333333333334;0.03333333333333333
1666212740;0.0;0.0;0.0
1666212800;0.0;0.0;0.0
1666212860;31.987564675013225;0.08333333333333334;0.0
1666212920;0.0;0.0;0.0
1666212980;85.17340723276139;0.16024035415200355;0.0
1666213040;70.69297624031702;0.17309297918132974;0.0
1666213100;0.0;0.0;0.0
1666213160;0.0;0.0;0.0
1666213220;0.0;0.0;0.0
1666213280;0.0;0.0;0.0
1666213340;0.0;0.0;0.0
