;index;letters_per_second;words_per_second
1666570700;0.0;0.0;0.0
1666570760;0.0;0.0;0.0
1666570820;0.0;0.0;0.0
1666570880;0.0;0.0;0.0
1666570940;0.0;0.0;0.0
1666571000;0.0;0.0;0.0
1666571060;0.0;0.0;0.0
1666571120;0.0;0.0;0.0
1666571180;0.0;0.0;0.0
1666571240;0.0;0.0;0.0
1666571300;0.0;0.0;0.0
1666571360;0.0;0.0;0.0
1666571420;0.0;0.0;0.0
1666571480;0.0;0.0;0.0
1666571540;0.0;0.0;0.0
1666571600;0.0;0.0;0.0
1666571660;0.0;0.0;0.0
1666571720;0.0;0.0;0.0
1666571780;0.0;0.0;0.0
1666571840;0.0;0.0;0.0
1666571900;0.0;0.0;0.0
1666571960;0.0;0.0;0.0
1666572020;0.0;0.0;0.0
1666572080;0.0;0.0;0.0
1666572140;0.0;0.0;0.0
1666572200;0.0;0.0;0.0
1666572260;0.0;0.0;0.0
1666572320;0.0;0.0;0.0
1666572380;0.0;0.0;0.0
1666572440;0.0;0.0;0.0
1666572500;0.0;0.0;0.0
1666572560;0.0;0.0;0.0
1666572620;0.0;0.0;0.0
1666572680;0.0;0.0;0.0
1666572740;0.0;0.0;0.0
1666572800;0.0;0.0;0.0
1666572860;0.0;0.0;0.0
1666572920;0.0;0.0;0.0
1666572980;0.0;0.0;0.0
1666573040;0.0;0.0;0.0
1666573100;0.0;0.0;0.0
1666573160;0.0;0.0;0.0
1666573220;0.0;0.0;0.0
1666573280;0.0;0.0;0.0
1666573340;0.0;0.0;0.0
1666573400;0.0;0.0;0.0
1666573460;0.0;0.0;0.0
1666573520;0.0;0.0;0.0
1666573580;0.0;0.0;0.0
1666573640;0.0;0.0;0.0
1666573700;0.0;0.0;0.0
1666573760;0.0;0.0;0.0
1666573820;0.0;0.0;0.0
1666573880;0.0;0.0;0.0
1666573940;0.0;0.0;0.0
1666574000;0.0;0.0;0.0
1666574060;0.0;0.0;0.0
1666574120;0.0;0.0;0.0
1666574180;0.0;0.0;0.0
1666574240;0.0;0.0;0.0
1666574300;0.0;0.0;0.0
1666574360;0.0;0.0;0.0
1666574420;0.0;0.0;0.0
1666574480;0.0;0.0;0.0
1666574540;0.0;0.0;0.0
1666574600;0.0;0.0;0.0
1666574660;0.0;0.0;0.0
1666574720;0.0;0.0;0.0
1666574780;0.0;0.0;0.0
1666574840;0.0;0.0;0.0
1666574900;0.0;0.0;0.0
1666574960;0.0;0.0;0.0
1666575020;0.0;0.0;0.0
1666575080;0.0;0.0;0.0
1666575140;0.0;0.0;0.0
1666575200;0.0;0.0;0.0
1666575260;0.0;0.0;0.0
1666575320;0.0;0.0;0.0
1666575380;0.0;0.0;0.0
1666575440;0.0;0.0;0.0
1666575500;0.0;0.0;0.0
1666575560;0.0;0.0;0.0
1666575620;0.0;0.0;0.0
1666575680;0.0;0.0;0.0
1666575740;0.0;0.0;0.0
1666575800;0.0;0.0;0.0
1666575860;0.0;0.0;0.0
1666575920;0.0;0.0;0.0
1666575980;0.0;0.0;0.0
1666576040;0.0;0.0;0.0
1666576100;0.0;0.0;0.0
1666576160;0.0;0.0;0.0
1666576220;0.0;0.0;0.0
1666576280;0.0;0.0;0.0
1666576340;0.0;0.0;0.0
1666576400;0.0;0.0;0.0
1666576460;0.0;0.0;0.0
1666576520;0.0;0.0;0.0
1666576580;0.0;0.0;0.0
1666576640;0.0;0.0;0.0
1666576700;0.0;0.0;0.0
1666576760;0.0;0.0;0.0
1666576820;0.0;0.0;0.0
1666576880;0.0;0.0;0.0
1666576940;0.0;0.0;0.0
1666577000;0.0;0.0;0.0
1666577060;0.0;0.0;0.0
1666577120;0.0;0.0;0.0
1666577180;0.0;0.0;0.0
1666577240;0.0;0.0;0.0
1666577300;0.0;0.0;0.0
1666577360;0.0;0.0;0.0
1666577420;0.0;0.0;0.0
1666577480;0.0;0.0;0.0
1666577540;0.0;0.0;0.0
1666577600;0.0;0.0;0.0
1666577660;0.0;0.0;0.0
1666577720;0.0;0.0;0.0
1666577780;0.0;0.0;0.0
1666577840;0.0;0.0;0.0
1666577900;0.0;0.0;0.0
1666577960;0.0;0.0;0.0
1666578020;0.0;0.0;0.0
1666578080;0.0;0.0;0.0
1666578140;0.0;0.0;0.0
1666578200;0.0;0.0;0.0
1666578260;0.0;0.0;0.0
1666578320;0.0;0.0;0.0
1666578380;0.0;0.0;0.0
1666578440;0.0;0.0;0.0
1666578500;0.0;0.0;0.0
1666578560;0.0;0.0;0.0
1666578620;0.0;0.0;0.0
1666578680;0.0;0.0;0.0
1666578740;0.0;0.0;0.0
1666578800;0.0;0.0;0.0
1666578860;0.0;0.0;0.0
1666578920;0.0;0.0;0.0
1666578980;0.0;0.0;0.0
1666579040;0.0;0.0;0.0
1666579100;0.0;0.0;0.0
1666579160;0.0;0.0;0.0
1666579220;0.0;0.0;0.0
1666579280;0.0;0.0;0.0
1666579340;0.0;0.0;0.0
1666579400;0.0;0.0;0.0
1666579460;0.0;0.0;0.0
1666579520;0.0;0.0;0.0
1666579580;0.0;0.0;0.0
1666579640;0.0;0.0;0.0
1666579700;0.0;0.0;0.0
1666579760;0.0;0.0;0.0
1666579820;0.0;0.0;0.0
1666579880;0.0;0.0;0.0
1666579940;0.0;0.0;0.0
1666580000;0.0;0.0;0.0
1666580060;0.0;0.0;0.0
1666580120;0.0;0.0;0.0
1666580180;0.0;0.0;0.0
1666580240;0.0;0.0;0.0
1666580300;0.0;0.0;0.0
1666580360;0.0;0.0;0.0
1666580420;0.0;0.0;0.0
1666580480;0.0;0.0;0.0
1666580540;0.0;0.0;0.0
1666580600;0.0;0.0;0.0
1666580660;0.0;0.0;0.0
1666580720;0.0;0.0;0.0
1666580780;0.0;0.0;0.0
1666580840;0.0;0.0;0.0
1666580900;0.0;0.0;0.0
1666580960;0.0;0.0;0.0
1666581020;0.0;0.0;0.0
1666581080;0.0;0.0;0.0
1666581140;0.0;0.0;0.0
1666581200;0.0;0.0;0.0
1666581260;0.0;0.0;0.0
1666581320;0.0;0.0;0.0
1666581380;0.0;0.0;0.0
1666581440;0.0;0.0;0.0
1666581500;0.0;0.0;0.0
1666581560;0.0;0.0;0.0
1666581620;0.0;0.0;0.0
1666581680;0.0;0.0;0.0
1666581740;0.0;0.0;0.0
1666581800;0.0;0.0;0.0
1666581860;0.0;0.0;0.0
1666581920;0.0;0.0;0.0
1666581980;0.0;0.0;0.0
1666582040;0.0;0.0;0.0
1666582100;0.0;0.0;0.0
1666582160;0.0;0.0;0.0
1666582220;0.0;0.0;0.0
1666582280;0.0;0.0;0.0
1666582340;0.0;0.0;0.0
1666582400;0.0;0.0;0.0
1666582460;0.0;0.0;0.0
1666582520;0.0;0.0;0.0
1666582580;0.0;0.0;0.0
1666582640;0.0;0.0;0.0
1666582700;0.0;0.0;0.0
1666582760;0.0;0.0;0.0
1666582820;0.0;0.0;0.0
1666582880;0.0;0.0;0.0
1666582940;0.0;0.0;0.0
1666583000;0.0;0.0;0.0
1666583060;0.0;0.0;0.0
1666583120;0.0;0.0;0.0
1666583180;0.0;0.0;0.0
1666583240;0.0;0.0;0.0
1666583300;0.0;0.0;0.0
1666583360;0.0;0.0;0.0
1666583420;0.0;0.0;0.0
1666583480;0.0;0.0;0.0
1666583540;0.0;0.0;0.0
1666583600;0.0;0.0;0.0
1666583660;0.0;0.0;0.0
1666583720;0.0;0.0;0.0
1666583780;0.0;0.0;0.0
1666583840;0.0;0.0;0.0
1666583900;0.0;0.0;0.0
1666583960;0.0;0.0;0.0
1666584020;0.0;0.0;0.0
1666584080;0.0;0.0;0.0
1666584140;0.0;0.0;0.0
1666584200;0.0;0.0;0.0
1666584260;0.0;0.0;0.0
1666584320;0.0;0.0;0.0
1666584380;0.0;0.0;0.0
1666584440;0.0;0.0;0.0
1666584500;0.0;0.0;0.0
1666584560;0.0;0.0;0.0
1666584620;0.0;0.0;0.0
1666584680;0.0;0.0;0.0
1666584740;0.0;0.0;0.0
1666584800;0.0;0.0;0.0
1666584860;0.0;0.0;0.0
1666584920;0.0;0.0;0.0
1666584980;0.0;0.0;0.0
1666585040;0.0;0.0;0.0
1666585100;0.0;0.0;0.0
1666585160;0.0;0.0;0.0
1666585220;0.0;0.0;0.0
1666585280;0.0;0.0;0.0
1666585340;0.0;0.0;0.0
1666585400;0.0;0.0;0.0
1666585460;0.0;0.0;0.0
1666585520;0.0;0.0;0.0
1666585580;0.0;0.0;0.0
1666585640;0.0;0.0;0.0
1666585700;0.0;0.0;0.0
1666585760;0.0;0.0;0.0
1666585820;0.0;0.0;0.0
1666585880;0.0;0.0;0.0
1666585940;0.0;0.0;0.0
1666586000;0.0;0.0;0.0
1666586060;0.0;0.0;0.0
1666586120;0.0;0.0;0.0
1666586180;0.0;0.0;0.0
1666586240;0.0;0.0;0.0
1666586300;0.0;0.0;0.0
1666586360;0.0;0.0;0.0
1666586420;0.0;0.0;0.0
1666586480;0.0;0.0;0.0
1666586540;0.0;0.0;0.0
1666586600;0.0;0.0;0.0
1666586660;0.0;0.0;0.0
1666586720;0.0;0.0;0.0
1666586780;0.0;0.0;0.0
1666586840;0.0;0.0;0.0
1666586900;0.0;0.0;0.0
1666586960;0.0;0.0;0.0
1666587020;0.0;0.0;0.0
1666587080;0.0;0.0;0.0
1666587140;0.0;0.0;0.0
1666587200;0.0;0.0;0.0
1666587260;0.0;0.0;0.0
1666587320;0.0;0.0;0.0
1666587380;0.0;0.0;0.0
1666587440;0.0;0.0;0.0
1666587500;0.0;0.0;0.0
1666587560;0.0;0.0;0.0
1666587620;0.0;0.0;0.0
1666587680;0.0;0.0;0.0
1666587740;0.0;0.0;0.0
1666587800;0.0;0.0;0.0
1666587860;0.0;0.0;0.0
1666587920;0.0;0.0;0.0
1666587980;0.0;0.0;0.0
1666588040;0.0;0.0;0.0
1666588100;0.0;0.0;0.0
1666588160;0.0;0.0;0.0
1666588220;0.0;0.0;0.0
1666588280;0.0;0.0;0.0
1666588340;0.0;0.0;0.0
1666588400;0.0;0.0;0.0
1666588460;0.0;0.0;0.0
1666588520;0.0;0.0;0.0
1666588580;0.0;0.0;0.0
1666588640;0.0;0.0;0.0
1666588700;0.0;0.0;0.0
1666588760;0.0;0.0;0.0
1666588820;0.0;0.0;0.0
1666588880;0.0;0.0;0.0
1666588940;0.0;0.0;0.0
1666589000;0.0;0.0;0.0
1666589060;0.0;0.0;0.0
1666589120;0.0;0.0;0.0
1666589180;0.0;0.0;0.0
1666589240;0.0;0.0;0.0
1666589300;0.0;0.0;0.0
1666589360;0.0;0.0;0.0
1666589420;0.0;0.0;0.0
1666589480;0.0;0.0;0.0
1666589540;0.0;0.0;0.0
1666589600;0.0;0.0;0.0
1666589660;0.0;0.0;0.0
1666589720;0.0;0.0;0.0
1666589780;0.0;0.0;0.0
1666589840;0.0;0.0;0.0
1666589900;0.0;0.0;0.0
1666589960;0.0;0.0;0.0
1666590020;0.0;0.0;0.0
1666590080;0.0;0.0;0.0
1666590140;0.0;0.0;0.0
1666590200;0.0;0.0;0.0
1666590260;0.0;0.0;0.0
1666590320;0.0;0.0;0.0
1666590380;0.0;0.0;0.0
1666590440;0.0;0.0;0.0
1666590500;0.0;0.0;0.0
1666590560;0.0;0.0;0.0
1666590620;0.0;0.0;0.0
1666590680;0.0;0.0;0.0
1666590740;0.0;0.0;0.0
1666590800;0.0;0.0;0.0
1666590860;0.0;0.0;0.0
1666590920;0.0;0.0;0.0
1666590980;0.0;0.0;0.0
1666591040;0.0;0.0;0.0
1666591100;0.0;0.0;0.0
1666591160;0.0;0.0;0.0
1666591220;0.0;0.0;0.0
1666591280;0.0;0.0;0.0
1666591340;0.0;0.0;0.0
1666591400;0.0;0.0;0.0
1666591460;0.0;0.0;0.0
1666591520;0.0;0.0;0.0
1666591580;0.0;0.0;0.0
1666591640;0.0;0.0;0.0
1666591700;0.0;0.0;0.0
1666591760;0.0;0.0;0.0
1666591820;0.0;0.0;0.0
1666591880;0.0;0.0;0.0
1666591940;0.0;0.0;0.0
1666592000;0.0;0.0;0.0
1666592060;0.0;0.0;0.0
1666592120;0.0;0.0;0.0
1666592180;0.0;0.0;0.0
1666592240;0.0;0.0;0.0
1666592300;0.0;0.0;0.0
1666592360;0.0;0.0;0.0
1666592420;0.0;0.0;0.0
1666592480;0.0;0.0;0.0
1666592540;0.0;0.0;0.0
1666592600;0.0;0.0;0.0
1666592660;0.0;0.0;0.0
1666592720;0.0;0.0;0.0
1666592780;0.0;0.0;0.0
1666592840;0.0;0.0;0.0
1666592900;0.0;0.0;0.0
1666592960;0.0;0.0;0.0
1666593020;0.0;0.0;0.0
1666593080;0.0;0.0;0.0
1666593140;0.0;0.0;0.0
1666593200;0.0;0.0;0.0
1666593260;0.0;0.0;0.0
1666593320;0.0;0.0;0.0
1666593380;0.0;0.0;0.0
1666593440;0.0;0.0;0.0
1666593500;0.0;0.0;0.0
1666593560;0.0;0.0;0.0
1666593620;0.0;0.0;0.0
1666593680;0.0;0.0;0.0
1666593740;0.0;0.0;0.0
1666593800;0.0;0.0;0.0
1666593860;0.0;0.0;0.0
1666593920;533.0212087909381;0.05433287585031696;0.016666666666666666
1666593980;928.599665705363;0.11233379081634971;0.0
1666594040;0.0;0.0;0.0
1666594100;0.0;0.0;0.0
1666594160;0.0;0.0;0.0
1666594220;0.0;0.0;0.0
1666594280;0.0;0.0;0.0
1666594340;0.0;0.0;0.0
1666594400;0.0;0.0;0.0
1666594460;1116.1768626848857;0.009751320006267009;0.0
1666594520;1050.694295779864;0.20691534666039968;0.016666666666666666
1666594580;0.0;0.0;0.0
1666594640;0.0;0.0;0.0
1666594700;0.0;0.0;0.0
1666594760;0.0;0.0;0.0
1666594820;0.0;0.0;0.0
1666594880;562.9065828919411;0.0019311523071002586;0.0
1666594940;1793.0;0.0061512090848926115;0.0
1666595000;1793.0;0.0061512090848926115;0.0
1666595060;841.1109806974729;0.13576642952311452;0.03333333333333333
1666595120;462.5077847202619;0.26666666666666666;0.016666666666666666
1666595180;0.0;0.0;0.0
1666595240;0.0;0.0;0.0
1666595300;0.0;0.0;0.0
1666595360;0.0;0.0;0.0
1666595420;0.0;0.0;0.0
1666595480;0.0;0.0;0.0
1666595540;0.0;0.0;0.0
1666595600;0.0;0.0;0.0
1666595660;0.0;0.0;0.0
1666595720;0.0;0.0;0.0
1666595780;0.0;0.0;0.0
1666595840;0.0;0.0;0.0
1666595900;0.0;0.0;0.0
1666595960;0.0;0.0;0.0
1666596020;0.0;0.0;0.0
1666596080;0.0;0.0;0.0
1666596140;0.0;0.0;0.0
1666596200;0.0;0.0;0.0
1666596260;0.0;0.0;0.0
1666596320;0.0;0.0;0.0
1666596380;0.0;0.0;0.0
1666596440;0.0;0.0;0.0
1666596500;0.0;0.0;0.0
1666596560;0.0;0.0;0.0
1666596620;0.0;0.0;0.0
1666596680;0.0;0.0;0.0
1666596740;0.0;0.0;0.0
1666596800;1558.3240590413411;0.014142627494020012;0.0
1666596860;550.3906311035156;0.6025240391726466;0.08333333333333333
1666596920;0.0;0.0;0.0
1666596980;0.0;0.0;0.0
1666597040;0.0;0.0;0.0
1666597100;0.0;0.0;0.0
1666597160;0.0;0.0;0.0
1666597220;0.0;0.0;0.0
1666597280;0.0;0.0;0.0
1666597340;0.0;0.0;0.0
1666597400;0.0;0.0;0.0
1666597460;0.0;0.0;0.0
1666597520;0.0;0.0;0.0
1666597580;0.0;0.0;0.0
1666597640;0.0;0.0;0.0
1666597700;0.0;0.0;0.0
1666597760;0.0;0.0;0.0
1666597820;0.0;0.0;0.0
1666597880;0.0;0.0;0.0
1666597940;0.0;0.0;0.0
1666598000;0.0;0.0;0.0
1666598060;0.0;0.0;0.0
1666598120;0.0;0.0;0.0
1666598180;0.0;0.0;0.0
1666598240;0.0;0.0;0.0
1666598300;0.0;0.0;0.0
1666598360;0.0;0.0;0.0
1666598420;0.0;0.0;0.0
1666598480;0.0;0.0;0.0
1666598540;0.0;0.0;0.0
1666598600;0.0;0.0;0.0
1666598660;122.82916500965754;0.05;0.0
1666598720;0.0;0.0;0.0
1666598780;0.0;0.0;0.0
1666598840;0.0;0.0;0.0
1666598900;87.09909128348032;0.06666666666666667;0.0
1666598960;1639.6639135917026;0.9014653808912193;0.1347987142245526
1666599020;1852.0;0.0030182092688249697;0.0030182092688249697
1666599080;1852.0;0.0030182092688249697;0.0030182092688249697
1666599140;1852.0;0.0030182092688249697;0.0030182092688249697
1666599200;1852.0;0.0030182092688249697;0.0030182092688249697
1666599260;1852.0;0.0030182092688249697;0.0030182092688249697
1666599320;1852.9634752194088;1.6515748341758767;0.2563719868916844
1666599380;532.1939116557439;0.5152020719221125;0.04373825253963815
1666599440;1812.8849832773208;0.07530275421172558;0.0
1666599500;1866.0362767418228;0.14742534629827622;0.01616180011333373
1666599560;405.451958266894;0.34393856615666485;0.05050486655333293
1666599620;1351.4401943008104;0.8650268189292917;0.1666666666666667
1666599680;1878.985663441817;0.779975662851903;0.13184923644016594
1666599740;1879.0;0.7896567754199635;0.1337669947432725
1666599800;1879.0;0.7896567754199635;0.1337669947432725
1666599860;1879.0;0.7896567754199635;0.1337669947432725
1666599920;1879.0;0.7896567754199635;0.1337669947432725
1666599980;1879.0;0.7896567754199635;0.1337669947432725
1666600040;1879.0;0.7896567754199635;0.1337669947432725
1666600100;1400.908108953635;0.5903125209416441;0.09941637075050157
1666600160;1244.9330013513563;0.7100776780907139;0.04946575768303085
1666600220;604.8864405274392;0.11666666666666667;0.0
1666600280;1235.479680009683;0.09768235534663625;0.0
1666600340;1126.9913718978564;0.06398869380373151;0.005625547810462637
1666600400;1918.0;0.10945707654446893;0.013682134568058616
1666600460;1918.0;0.10945707654446893;0.013682134568058616
1666600520;1918.0;0.10945707654446893;0.013682134568058616
1666600580;1918.0;0.10945707654446893;0.013682134568058616
1666600640;1918.0;0.10945707654446893;0.013682134568058616
1666600700;1918.0;0.10945707654446893;0.013682134568058616
1666600760;1721.6754135211308;0.0982531582494852;0.01228164478118565
1666600820;0.0;0.0;0.0
1666600880;0.0;0.0;0.0
1666600940;867.1404800415039;0.0778811569426195;0.011125879563231357
1666601000;1855.5423129955927;0.223409043947982;0.033635672746208004
1666601060;1922.0;0.2492426591466371;0.037928230739705644
1666601120;1922.0;0.2492426591466371;0.037928230739705644
1666601180;935.2541392644247;0.09730110760329437;0.014751363019125163
1666601240;1924.0;0.09089451344368528;0.01346585384350893
1666601300;1924.0;0.09089451344368528;0.01346585384350893
1666601360;1924.0;0.09089451344368528;0.01346585384350893
1666601420;1924.0;0.09089451344368528;0.01346585384350893
1666601480;1538.417695792516;0.07267865277142213;0.010767207817988463
1666601540;149.02772090435028;0.017566872644370055;0.0032937886208193857
1666601600;1929.0;0.2273838526507363;0.04263447237201306
1666601660;185.73304344415666;0.021887543294498435;0.004071739007167558
1666601720;1022.9843397339184;0.11649506474372853;0.0
1666601780;261.110657397906;0.4833333333333333;0.033333333333333326
1666601840;828.1883514165879;0.2712441831355265;0.0014321921214961706
1666601900;1962.0;0.148286520991198;0.009996844111766157
1666601960;1962.0;0.148286520991198;0.009996844111766157
1666602020;1962.0;0.148286520991198;0.009996844111766157
1666602080;1962.0;0.148286520991198;0.009996844111766157
1666602140;1962.0;0.148286520991198;0.009996844111766157
1666602200;1962.0;0.148286520991198;0.009996844111766157
1666602260;1962.0;0.148286520991198;0.009996844111766157
1666602320;1962.0;0.148286520991198;0.009996844111766157
1666602380;1962.0;0.148286520991198;0.009996844111766157
1666602440;1962.1401075402896;0.14178324367903725;0.00859621087260842
1666602500;1963.0;0.10187019465558181;0.0
1666602560;1963.0;0.10187019465558181;0.0
1666602620;1963.0;0.10187019465558181;0.0
1666602680;1963.0;0.10187019465558181;0.0
1666602740;1963.0;0.10187019465558181;0.0
1666602800;1963.0;0.10187019465558181;0.0
1666602860;793.3826221823692;0.04117271633116346;0.0
1666602920;0.0;0.0;0.0
1666602980;480.2769436041514;0.002563983139456257;0.0
1666603040;1970.0;0.010516946216123056;0.0
1666603100;671.668596347173;0.0035857373110873532;0.0
1666603160;0.0;0.0;0.0
1666603220;0.0;0.0;0.0
1666603280;0.0;0.0;0.0
1666603340;0.0;0.0;0.0
1666603400;0.0;0.0;0.0
1666603460;0.0;0.0;0.0
1666603520;0.0;0.0;0.0
1666603580;0.0;0.0;0.0
1666603640;0.0;0.0;0.0
1666603700;0.0;0.0;0.0
1666603760;0.0;0.0;0.0
1666603820;0.0;0.0;0.0
1666603880;171.2496483405431;0.00820263934692714;0.00820263934692714
1666603940;176.70674532254537;0.008464027319739529;0.008464027319739529
1666604000;0.0;0.0;0.0
1666604060;0.0;0.0;0.0
1666604120;0.0;0.0;0.0
1666604180;0.0;0.0;0.0
1666604240;124.62885643243789;0.008952409168544001;0.0
1666604300;1989.0;0.14287495164401956;0.0
1666604360;1989.0;0.14287495164401956;0.0
1666604420;1989.0;0.14287495164401956;0.0
1666604480;1989.0;0.14287495164401956;0.0
1666604540;504.1509519696236;0.03621445092204444;0.0
1666604600;0.0;0.0;0.0
1666604660;0.0;0.0;0.0
1666604720;0.0;0.0;0.0
1666604780;0.0;0.0;0.0
1666604840;0.0;0.0;0.0
1666604900;0.0;0.0;0.0
1666604960;0.0;0.0;0.0
1666605020;0.0;0.0;0.0
1666605080;0.0;0.0;0.0
1666605140;0.0;0.0;0.0
1666605200;0.0;0.0;0.0
1666605260;0.0;0.0;0.0
1666605320;0.0;0.0;0.0
1666605380;0.0;0.0;0.0
1666605440;0.0;0.0;0.0
1666605500;0.0;0.0;0.0
1666605560;0.0;0.0;0.0
1666605620;0.0;0.0;0.0
1666605680;0.0;0.0;0.0
1666605740;0.0;0.0;0.0
1666605800;0.0;0.0;0.0
1666605860;0.0;0.0;0.0
1666605920;0.0;0.0;0.0
1666605980;0.0;0.0;0.0
1666606040;0.0;0.0;0.0
1666606100;0.0;0.0;0.0
1666606160;0.0;0.0;0.0
1666606220;0.0;0.0;0.0
1666606280;0.0;0.0;0.0
1666606340;0.0;0.0;0.0
1666606400;0.0;0.0;0.0
1666606460;0.0;0.0;0.0
1666606520;0.0;0.0;0.0
1666606580;0.0;0.0;0.0
1666606640;0.0;0.0;0.0
1666606700;220.78105187416077;0.016666666666666666;0.016666666666666666
1666606760;0.0;0.0;0.0
1666606820;0.0;0.0;0.0
1666606880;0.0;0.0;0.0
1666606940;0.0;0.0;0.0
1666607000;230.39982118606568;0.08333333333333334;0.0
1666607060;0.0;0.0;0.0
1666607120;0.0;0.0;0.0
1666607180;204.10398054122925;0.003625718243946962;0.0
1666607240;2030.0;0.036061070517561813;0.0
1666607300;2030.0;0.036061070517561813;0.0
1666607360;2030.0;0.036061070517561813;0.0
1666607420;273.45848874251044;0.004857736870034263;0.0
1666607480;0.0;0.0;0.0
1666607540;0.0;0.0;0.0
1666607600;0.0;0.0;0.0
1666607660;0.0;0.0;0.0
1666607720;0.0;0.0;0.0
1666607780;24.14826681216558;0.016666666666666666;0.016666666666666666
1666607840;0.0;0.0;0.0
1666607900;0.0;0.0;0.0
1666607960;0.0;0.0;0.0
1666608020;0.0;0.0;0.0
1666608080;0.0;0.0;0.0
1666608140;0.0;0.0;0.0
1666608200;0.0;0.0;0.0
1666608260;0.0;0.0;0.0
1666608320;0.0;0.0;0.0
1666608380;105.16953428983689;0.13637649481102565;0.02239128674876069
1666608440;77.57087705135346;0.1969568385223077;0.01094204658457265
1666608500;0.0;0.0;0.0
1666608560;0.0;0.0;0.0
1666608620;0.0;0.0;0.0
1666608680;0.0;0.0;0.0
1666608740;0.0;0.0;0.0
1666608800;0.0;0.0;0.0
1666608860;0.0;0.0;0.0
1666608920;0.0;0.0;0.0
1666608980;0.0;0.0;0.0
1666609040;0.0;0.0;0.0
1666609100;0.0;0.0;0.0
1666609160;0.0;0.0;0.0
1666609220;0.0;0.0;0.0
1666609280;1573.4311736941338;0.001992802834498286;0.001992802834498286
1666609340;2067.0;0.0026179241442363162;0.0026179241442363162
1666609400;2067.0;0.0026179241442363162;0.0026179241442363162
1666609460;2067.0;0.0026179241442363162;0.0026179241442363162
1666609520;2067.0;0.0026179241442363162;0.0026179241442363162
1666609580;2067.0;0.0026179241442363162;0.0026179241442363162
1666609640;1407.0300450523694;0.33491757644432013;0.018250909777653465
1666609700;0.0;0.0;0.0
1666609760;0.0;0.0;0.0
1666609820;0.0;0.0;0.0
1666609880;0.0;0.0;0.0
1666609940;0.0;0.0;0.0
1666610000;0.0;0.0;0.0
1666610060;0.0;0.0;0.0
1666610120;0.0;0.0;0.0
1666610180;0.0;0.0;0.0
1666610240;0.0;0.0;0.0
1666610300;0.0;0.0;0.0
1666610360;0.0;0.0;0.0
1666610420;0.0;0.0;0.0
1666610480;0.0;0.0;0.0
1666610540;0.0;0.0;0.0
1666610600;0.0;0.0;0.0
1666610660;0.0;0.0;0.0
1666610720;0.0;0.0;0.0
1666610780;0.0;0.0;0.0
1666610840;0.0;0.0;0.0
1666610900;0.0;0.0;0.0
1666610960;0.0;0.0;0.0
1666611020;0.0;0.0;0.0
1666611080;0.0;0.0;0.0
1666611140;0.0;0.0;0.0
1666611200;0.0;0.0;0.0
1666611260;0.0;0.0;0.0
1666611320;1109.1619517087936;0.002775291696047256;0.002775291696047256
1666611380;2082.0;0.005209480276769736;0.005209480276769736
1666611440;2082.0;0.005209480276769736;0.005209480276769736
1666611500;1547.7370277643204;0.20347241441707992;0.020139081083746603
1666611560;0.0;0.0;0.0
1666611620;0.0;0.0;0.0
1666611680;0.0;0.0;0.0
1666611740;0.0;0.0;0.0
1666611800;0.0;0.0;0.0
1666611860;0.0;0.0;0.0
1666611920;645.3746649742127;0.5910590260470063;0.08058325919849031
1666611980;1453.6634378592173;1.2375626119713419;0.18608340746817637
1666612040;1760.826999942462;2.8688318320241266;0.44979789070351034
1666612100;1855.157899049918;3.15689292297267;0.49114391934047014
1666612160;309.08491371075314;0.4956536069848556;0.07572485662268627
1666612220;0.0;0.0;0.0
1666612280;0.0;0.0;0.0
1666612340;0.0;0.0;0.0
1666612400;0.0;0.0;0.0
1666612460;0.0;0.0;0.0
1666612520;0.0;0.0;0.0
1666612580;0.0;0.0;0.0
1666612640;0.0;0.0;0.0
1666612700;0.0;0.0;0.0
1666612760;0.0;0.0;0.0
1666612820;0.0;0.0;0.0
1666612880;0.0;0.0;0.0
1666612940;0.0;0.0;0.0
1666613000;0.0;0.0;0.0
1666613060;47.99324506521225;0.016666666666666666;0.016666666666666666
1666613120;0.0;0.0;0.0
1666613180;0.0;0.0;0.0
1666613240;0.0;0.0;0.0
1666613300;0.0;0.0;0.0
1666613360;0.0;0.0;0.0
1666613420;1638.8241194287934;0.018299545150791196;0.00011663417743746638
1666613480;128.7542615056038;0.23170045484920881;0.0165500324892292
1666613540;0.0;0.0;0.0
1666613600;0.0;0.0;0.0
1666613660;0.0;0.0;0.0
1666613720;0.0;0.0;0.0
1666613780;0.0;0.0;0.0
1666613840;0.0;0.0;0.0
1666613900;0.0;0.0;0.0
1666613960;0.0;0.0;0.0
1666614020;0.0;0.0;0.0
1666614080;0.0;0.0;0.0
1666614140;0.0;0.0;0.0
1666614200;692.3457908153533;0.0006908634393643164;0.0
1666614260;2167.0;0.0021623603305790102;0.0
1666614320;2167.0;0.0021623603305790102;0.0
1666614380;2167.0;0.0021623603305790102;0.0
1666614440;2167.0;0.0021623603305790102;0.0
1666614500;2167.0;0.0021623603305790102;0.0
1666614560;2167.0;0.0021623603305790102;0.0
1666614620;2167.0;0.0021623603305790102;0.0
1666614680;943.3229116678237;0.217505947579916;0.03333333333333334
1666614740;0.0;0.0;0.0
1666614800;1674.155726289749;0.19385544474823566;0.012506802886982945
1666614860;2172.0;0.2515023061363022;0.01622595523460014
1666614920;1957.674571251869;0.27086775389116097;0.04597252945386668
